blockNumber,hourlyBorrowUSD,hourlyDepositUSD,hourlyRepayUSD,hourlyWithdrawUSD,id,inputToken,name,protocol,timestamp,totalBorrowBalanceUSD,totalDepositBalanceUSD,totalValueLockedUSD,lenderRate,borrowRate
11367197,0,0,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1606832623,0,0,0,null,null
11373547,62.37075268817204301075268817204302,62.37075268817204301075268817204302,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1606918466,62.37075268817204301075268817204302,62.37075268817204301075268817204302,62.37075268817204301075268817204302,74.75,0
11375784,0,30.08618089039709219115926594464501,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1606947650,64.62216595466722496698558965102286,94.7083230758993849778695246690734,94.7083230758993849778695246690734,5.8698631816875544,0
11379520,0,0,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1606997134,31.34762226588709038120629584352078,91.76158462469219140697875916870415,91.76158462469219140697875916870415,1.8040272112165822,0
11379896,0,0,0,15.39891426205757090464547677261614,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1607002070,30.87661476555772050272838833923334,74.98316813060100569081210974902663,74.98316813060100569081210974902663,2.4562127960225946,0
11380531,0,26577.06496525876214073083113368281,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1607010049,30.87729694486204445932317265016786,26652.04881556387366391443443997087,26652.04881556387366391443443997087,0.002272227182371,0
11380840,0,3063.244493593367115873158899563664,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1607014292,30.9491735783360294411840263367832,29777.22602098819714591941551201674,29777.22602098819714591941551201674,0.0020372790612552,0
11381144,0,318.9837467672003491400988527600359,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1607018263,30.94929109934386192048423542142366,30096.20988527626027134691951131834,30096.20988527626027134691951131834,0.0020155835807583,0
11382941,0,106.5676587494889684089649362973341,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1607042064,31.78361200979978252412147755800679,31013.39870164624790436218070106036,31013.39870164624790436218070106036,0.0020086682619223,0
11383112,0,931.1827199218002161597462611868132,0,0,0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,SNX,Aave interest bearing SNX,Aave v2,1607044611,31.7836894144567382907932398099532,31944.58149897264379583239366021844,31944.58149897264379583239366021844,0.001949830661815,0
